ID,att_0,att_1,att_2,att_3,att_4,att_5,att_6,att_7,att_8,att_9,att_10,att_11,att_12,att_13,NewRating
1602,,,,,,,,,,,,,,,1.0
1601,,,,,,,,,,,,,,,1.0
1721,,,,,,,,,,,,,,,1.0
1608,,,,,,,,,,,,,,,0.0
1607,,,,,,,,,,,,,,,0.0
1726,,,,,,,,,,,,,,,0.0
1604,,,,,,1.0,,0.75,,,,1.0,3.0,0.0,1.0
87,,,,,,,,,,,,,,,1.0
88,,,,,,,,,,,,,,,0.0
194,,,,0.0,,,,,,,,0.0,0.75,,0.0
196,,,,,,,,,,,,,,,0.0
197,,,,,,,,,,,,,,,0.0
1733,,,,,,,,,,,,,,,0.0
1610,2.0,,,,0.64,,0.0,,0.0,,,,0.65,,1.0
1731,,,,,,,,,,,,,,,1.0
91,,,,,,,,,,,,,,,0.0
94,,,,,,,,,,,,,,,0.0
1617,,,,,,,,,,,,,,,0.0
96,,,,0.0,,,,,,,,1.0,0.75,,1.0
1616,,,,,,,,,,,,0.0,0.72,,0.0
1737,,,,,,,,,,,,,,,0.0
1615,,,,,,,,0.75,0.0,,,,,1.0,1.0
1736,0.0,0.72,,,,0.0,1.0,,,,,1.0,0.75,,0.0
1735,,,,,,,,,,,,,,,1.0
99,,,0.0,,0.7,,,,,,,1.0,0.7,,1.0
1503,,,,,,,,,,,,1.0,0.72,,1.0
1744,,,,,,,,,,,,,,,1.0
1501,,,,0.0,,,0.0,,,,,,0.71,,0.0
1622,,,,,,,,,,,,,,,0.0
1743,,,,,,,,,,,,,,,0.0
1621,,,,,,,,,,,,,,,0.0
1742,,,,,,,,,,,,,,,1.0
1620,,,,,,,,,,,,,,,0.0
1741,,,,,,,,,,,,,,,0.0
1509,,,,,,,,,,,,,,,0.0
1748,,,,,,,,,,,,,,,0.0
1505,,,,,,,,,,,,,,,0.0
1747,,,,,,,,,,,1.0,1.0,,,0.0
1514,,,,,,,,,,,,,,,0.0
1635,,,,,,,,,,,,0.0,,,0.0
1756,,,,,,,,,,,,,,,0.0
1634,,,,1.0,,,,,,,,0.0,,,1.0
1755,,,,,,,,,,,,,,,0.0
1512,,,,,,,,,0.0,,,0.0,2.6249999999999996,,1.0
1754,,,,,,,,,,,,,,,0.0
1511,,,,,,,,,,,1.0,,0.7,,1.0
1632,,,,,,,0.0,,,,,,,0.0,0.0
1753,,,,,,,,,,,,,,,0.0
1510,,,,,,,,,,,,,,,0.0
1750,,,,,,,,,,,,,,,0.0
1519,,,,,,,,,,,,,,,1.0
1517,,,,0.0,,1.0,1.0,,1.0,,,1.0,0.75,,1.0
1759,,,,,,,,,,,,0.0,0.75,0.0,0.0
1637,,,,,,,,,,,,,,,1.0
1636,,,,,,,0.5,,,,,1.0,,,1.0
1757,,,,,,,,,,,,,,,0.0
1770,,,,,,,,,,0.72,,0.0,,,1.0
1403,,,,,,,,,,,,,,,1.0
1766,,,,,,,,,0.0,,,,0.6,,0.0
1523,,,,,,,,,,,,,,,0.0
1401,,,,,,,,0.75,,,,1.0,2.25,,1.0
1643,,,,,,,,,,,,,0.7,,1.0
1764,,,,,,,,,,,,,,,0.0
1521,,,,,,,,,,,,,,,0.0
1520,,,,,,,,,,,,,,,0.0
1407,,,,,,,,,1.0,,,,0.7,2.0,1.0
1528,,,,,,,,,,,,,,,0.0
1649,,,,,,,,,,,,,,,0.0
1406,,,,,,,,,,,,,,,0.0
1769,,,,,,,,,,,,,,,0.0
1405,,,,,,,,,,,,,,,0.0
1526,,,,,,,,,,,,,,,0.0
1768,,,,,,,,,,,,,,,1.0
1660,,,,0.0,,,,,,,,1.0,0.75,,1.0
1781,,,,,,,,,,,,,,,0.0
1415,,,,,,,,,,,,,,,0.0
1536,,,,0.0,,,0.0,,,,,1.0,0.7,,1.0
1778,,,,,,,,,,,,,,,1.0
1414,,,,,,,,,,,,,,,0.0
1535,,,,,,,,,,,,,,,0.0
1413,,,,,,,,,,,,,,,1.0
1534,,,,1.0,,,,,,,,,,,0.0
1776,,,,,,,0.0,,0.0,,,,,0.0,0.0
1775,,,,,,,,,,,,,,,0.0
1411,,,,,,,,,,,,,,,1.0
1651,,,,1.0,0.7,,1.0,,1.0,0.7,2.0,1.0,3.55,2.0,1.0
1771,,,,,,,,,,,,,,,0.0
1418,,,,,,,,,,,0.0,0.0,,,0.0
1539,,,,,,,1.0,,1.0,0.7,1.0,,1.4,1.0,1.0
1417,,,,,,,,,,,,,,,0.0
1538,,,,,,,,,,,,,,,0.0
1416,,,,,,,,,,,,,,,0.0
1658,,,,,,,,,,,,1.0,,,1.0
1792,,,,,,,,,,,0.0,0.0,,,0.0
1791,,,,,,,,,,,,,,,1.0
1305,,,,,,,,,,,,,,,0.0
1426,,,,,,,,,,,,,,,0.0
1547,,,,,,,,,,,,,,,0.0
1668,,,,,,,,,,,,,,,0.0
1304,,,,,,,,,,,,,,,0.0
1546,,,,,,,,,,,,,,,0.0
1788,,,,,,,,,,,,,,,0.0
1424,,,,,,,,,,,,,,,0.0
1545,,,,,,,,,,,,,,1.0,1.0
1666,,,,,,,,,,,,,,,1.0
1787,,,,,,,,,,,,,,,0.0
1423,,,,,,,,,,,1.0,1.0,,,1.0
1786,,,,,,,,,,,,,,1.0,1.0
1543,,,,,,,,,,,,,,,1.0
1664,,,,,,,,,,,,,,,1.0
1300,,,,0.0,,,,0.82,,,,,,0.0,1.0
1663,,,,,,,,,,,,,,,1.0
1420,,,,,,,,,,,,,,,0.0
1782,,,,,0.7,,,,,,1.0,,,0.0,1.0
1309,,,,,,,,,1.0,,,,,,0.0
1308,,,,,,,,,,,,,,,1.0
1307,,,,,,,,,,,,,,,0.0
1428,,,,,,,,,1.0,,2.0,,,1.0,0.0
1427,,,,,,,,,,,,,,,0.0
1548,,,,,,,,,,,,,,,0.0
1440,,,,,,,,,,,,0.0,2.0199999999999996,,0.0
1682,,,,,,,,,,,,,,,1.0
1316,,,,,,,,,,,,,,,0.0
1679,,,,,,,,,,,,,,,0.0
1313,,,,,,,,,,,1.0,1.0,,,0.0
1434,,,,,,,,,0.0,,,0.0,,,0.0
1312,,,,,,,,,,,,,,0.0,0.0
1554,,,,,,,,,,,,,,,0.0
1311,,,,,,,,,,,,,,,0.0
1553,,,,,,,,,,,,,,,0.0
1674,,,,,,,,,,,,,,,0.0
1795,,,,,,,,,,,2.0,,0.7,,1.0
1431,,,,,,,,,,,,1.0,0.72,1.0,1.0
1430,,,,,,,,,,,,,,,0.0
1672,,,,,,,,,,,,,,,0.0
1439,,,,,,,,,,,,,,,0.0
1317,,,,,,,,,,,,,,,0.0
1438,,,,0.0,,,0.0,,,,,,0.71,,0.0
1559,,,,,,,,,,,,,,,0.0
1571,,,,,,,,,,,,,,,0.0
1569,,,,,,,,,,,0.0,1.0,,1.0,1.0
1205,,0.7,,,,,,0.7,,,,,2.0999999999999996,,1.0
1326,,,,,,,,,,,,,,,0.0
1204,,,,,,,,,,,,,,,1.0
1325,,,,,,,,,,,,,,,0.0
1446,,0.72,,,,,,,,,,1.0,,,1.0
1567,,,,,,,,,,,,1.0,,,1.0
1324,,,,,,,,,,,,,,,0.0
1445,,,,,,,,,,,,,,,0.0
1687,,,,,,,,,,,,,,,1.0
1444,,,,,,,,,,,,1.0,0.72,1.0,1.0
1565,,,,,,,,0.75,0.0,,,,,1.0,1.0
1686,,,,,,,,,,,,0.0,0.75,0.0,0.0
1201,,,,,,,,,,,,,,,1.0
1322,,,,,,,,,,,,,,,0.0
1200,,,,,,,,,,,,,,,0.0
1321,,,,,,,,,,,,,,,0.0
1684,,,,,,,,,,,,,,,0.0
1320,,,,,,,,,,,,,,,0.0
900,1.0,,,,0.64,,,,0.0,,,,,,0.0
902,,,,,,,,0.75,,,,1.0,3.0,0.0,1.0
1208,,,,,,,,,,,,,,,1.0
1329,,,,,,,1.0,,,,,1.0,,,0.0
906,,,,,,,,,,,,,,1.0,1.0
